,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level,Customer_ID
1365,16,24,466.70000000000005,4,2,2,422,8,ACTIVE,14205.0
1366,238,20,328.1599999999999,1,2,2,122,5,LOST,14206.0
1367,94,10,151.73999999999998,2,1,1,211,4,LIGHT,14208.0
1368,10,87,2073.4300000000003,4,3,4,434,11,BIG SPENDER,14209.0
1369,105,102,1905.8400000000001,2,4,4,244,10,BIG SPENDER,14210.0
1370,52,112,2241.1000000000004,2,4,4,244,10,BIG SPENDER,14211.0
1371,89,9,1070.48,2,1,3,213,6,REGULARS,14212.0
1372,30,67,1004.3799999999997,3,3,3,333,9,REGULARS,14214.0
1373,11,108,1789.7200000000005,4,4,4,444,12,STARS,14215.0
1374,2,59,1839.3,4,3,4,434,11,BIG SPENDER,14216.0
1375,1,100,2004.9800000000002,4,4,4,444,12,STARS,14217.0
1376,42,12,169.48000000000002,3,1,1,311,5,LIGHT,14218.0
1377,3,7,89.94,4,1,1,411,6,NEW,14219.0
1378,246,21,632.4,1,2,2,122,5,LOST,14220.0
1379,41,193,3432.7999999999993,3,4,4,344,11,BIG SPENDER,14221.0
1380,176,41,683.17,1,3,3,133,7,LOST,14222.0
1381,91,60,991.13,2,3,3,233,8,REGULARS,14223.0
1382,109,118,1050.1200000000001,2,4,3,243,9,LOYAL,14224.0
1383,28,67,2232.19,3,3,4,334,10,BIG SPENDER,14226.0
1384,25,175,3350.9600000000014,3,4,4,344,11,BIG SPENDER,14227.0
1385,51,40,1547.2,3,2,3,323,8,REGULARS,14229.0
1386,183,50,925.71,1,3,3,133,7,LOST,14231.0
1387,42,115,2048.0700000000006,3,4,4,344,11,BIG SPENDER,14232.0
1388,48,35,1462.7200000000007,3,2,3,323,8,REGULARS,14233.0
1389,21,159,775.4600000000004,3,4,3,343,10,LOYAL,14234.0
1390,74,79,3144.8599999999997,2,3,4,234,9,BIG SPENDER,14235.0
1391,80,15,490.86,2,1,2,212,5,REGULARS,14236.0
1392,372,9,161.00000000000003,1,1,1,111,3,LOST,14237.0
1393,325,8,146.85,1,1,1,111,3,LOST,14238.0
1394,42,112,2380.8500000000017,3,4,4,344,11,BIG SPENDER,14239.0
1395,29,42,890.3400000000005,3,3,3,333,9,REGULARS,14240.0
1396,183,10,213.70000000000002,1,1,1,111,3,LOST,14241.0
1397,234,16,280.55,1,1,1,111,3,LOST,14242.0
1398,8,141,2588.769999999999,4,4,4,444,12,STARS,14243.0
1399,219,108,1693.4499999999996,1,4,4,144,9,BIG SPENDER,14245.0
1400,110,75,1474.0600000000006,2,3,3,233,8,REGULARS,14246.0
1401,277,20,136.77,1,2,1,121,4,LOST,14247.0
1402,317,8,302.58,1,1,1,111,3,LOST,14248.0
1403,6,111,1904.0500000000002,4,4,4,444,12,STARS,14250.0
1404,1,78,2879.7000000000003,4,3,4,434,11,BIG SPENDER,14251.0
1405,259,53,969.06,1,3,3,133,7,LOST,14256.0
1406,63,106,3099.72,2,4,4,244,10,BIG SPENDER,14257.0
1407,8,111,12669.979999999996,4,4,4,444,12,STARS,14258.0
1408,141,5,120.0,2,1,1,211,4,LIGHT,14259.0
1409,50,52,1163.4499999999998,3,3,3,333,9,REGULARS,14261.0
1410,7,143,2618.230000000001,4,4,4,444,12,STARS,14262.0
1411,154,17,333.97,1,2,2,122,5,LOST,14264.0
1412,108,31,530.18,2,2,2,222,6,REGULARS,14265.0
1413,162,55,1516.2399999999998,1,3,3,133,7,LOST,14267.0
1414,331,29,492.6499999999999,1,2,2,122,5,LOST,14270.0
1415,225,10,112.32000000000002,1,1,1,111,3,LOST,14271.0
1416,73,33,437.96000000000004,2,2,2,222,6,REGULARS,14272.0
1417,50,29,559.9700000000001,3,2,2,322,7,REGULARS,14273.0
1418,98,64,1119.7399999999998,2,3,3,233,8,REGULARS,14276.0
1419,14,225,4216.200000000001,4,4,4,444,12,STARS,14277.0
1420,196,8,134.04,1,1,1,111,3,LOST,14280.0
1421,2,156,3729.3400000000042,4,4,4,444,12,STARS,14282.0
1422,30,32,595.2500000000001,3,2,2,322,7,REGULARS,14284.0
1423,20,27,1910.0100000000004,3,2,4,324,9,BIG SPENDER,14285.0
1424,23,280,4628.749999999998,3,4,4,344,11,BIG SPENDER,14286.0
1425,7,9,176.63,4,1,1,411,6,NEW,14287.0
1426,212,16,426.6,1,1,2,112,4,LOST,14288.0
1427,8,47,911.2599999999999,4,3,3,433,10,ACTIVE,14289.0
1428,10,101,2314.6499999999996,4,4,4,444,12,STARS,14290.0
1429,1,237,3883.249999999998,4,4,4,444,12,STARS,14291.0
1430,7,100,4871.9299999999985,4,4,4,444,12,STARS,14292.0
1431,2,61,1046.5599999999993,4,3,3,433,10,ACTIVE,14293.0
1432,39,5,166.2,3,1,1,311,5,LIGHT,14295.0
1433,17,62,1305.3299999999997,4,3,3,433,10,ACTIVE,14297.0
1435,7,143,3965.6199999999953,4,4,4,444,12,STARS,14299.0
1436,18,3,43.2,3,1,1,311,5,LIGHT,14300.0
1437,116,13,640.14,2,1,2,212,5,REGULARS,14301.0
1438,222,17,383.45000000000005,1,2,2,122,5,LOST,14304.0
1439,70,105,1858.9599999999998,2,4,4,244,10,BIG SPENDER,14305.0
1440,50,33,2093.3199999999997,3,2,4,324,9,BIG SPENDER,14306.0
1441,88,180,2995.7200000000007,2,4,4,244,10,BIG SPENDER,14307.0
1442,7,117,2352.530000000001,4,4,4,444,12,STARS,14309.0
1443,242,20,310.26,1,2,2,122,5,LOST,14311.0
1444,46,87,1611.5899999999995,3,3,4,334,10,BIG SPENDER,14312.0
1445,106,8,120.0,2,1,1,211,4,LIGHT,14314.0
1446,44,101,2481.129999999999,3,4,4,344,11,BIG SPENDER,14315.0
1447,64,24,508.58,2,2,2,222,6,REGULARS,14317.0
1448,206,31,477.7900000000001,1,2,2,122,5,LOST,14320.0
1449,10,123,1530.749999999999,4,4,3,443,11,LOYAL,14321.0
1450,114,36,605.0600000000002,2,2,2,222,6,REGULARS,14323.0
1451,241,8,183.85,1,1,1,111,3,LOST,14326.0
1452,162,12,311.65000000000003,1,1,2,112,4,LOST,14327.0
1453,16,259,5014.840000000004,4,4,4,444,12,STARS,14329.0
1454,123,28,462.65999999999997,2,2,2,222,6,REGULARS,14331.0
1455,22,26,866.3099999999998,3,2,3,323,8,REGULARS,14332.0
1456,67,15,415.2,2,1,2,212,5,REGULARS,14333.0
1457,16,162,2552.2100000000005,4,4,4,444,12,STARS,14334.0
1458,15,63,468.26,4,3,2,432,9,ACTIVE,14335.0
1459,16,90,1614.9100000000008,4,3,4,434,11,BIG SPENDER,14336.0
1460,160,31,588.2199999999999,1,2,2,122,5,LOST,14338.0
1461,242,14,309.52,1,1,2,112,4,LOST,14339.0
1462,218,6,134.7,1,1,1,111,3,LOST,14340.0
1463,44,129,2182.2799999999984,3,4,4,344,11,BIG SPENDER,14341.0
1464,20,21,668.5600000000002,3,2,3,323,8,REGULARS,14342.0
1465,126,71,889.9300000000002,2,3,3,233,8,REGULARS,14344.0
1466,38,6,108.97999999999999,3,1,1,311,5,LIGHT,14345.0
1467,120,60,1021.5800000000002,2,3,3,233,8,REGULARS,14346.0
1468,259,18,409.57,1,2,2,122,5,LOST,14348.0
1469,9,31,133.50000000000006,4,2,1,421,7,ACTIVE,14349.0
1470,273,18,282.92999999999995,1,2,1,121,4,LOST,14350.0
1471,164,1,51.0,1,1,1,111,3,LOST,14351.0
1472,156,47,1078.96,1,3,3,133,7,LOST,14352.0
1473,214,6,90.6,1,1,1,111,3,LOST,14353.0
1474,5,9,163.62,4,1,1,411,6,NEW,14354.0
1475,365,11,174.4,1,1,1,111,3,LOST,14355.0
1476,79,33,701.23,2,2,3,223,7,REGULARS,14356.0
1477,42,41,225.77000000000012,3,3,1,331,7,LIGHT,14357.0
1478,18,55,912.1800000000002,3,3,3,333,9,REGULARS,14359.0
1479,31,118,2128.23,3,4,4,344,11,BIG SPENDER,14360.0
1480,21,41,161.20000000000002,3,3,1,331,7,LIGHT,14362.0
1481,108,69,3717.349999999999,2,3,4,234,9,BIG SPENDER,14364.0
1482,7,524,9261.520000000006,4,4,4,444,12,STARS,14367.0
1483,319,8,155.00000000000003,1,1,1,111,3,LOST,14368.0
1484,294,4,100.5,1,1,1,111,3,LOST,14371.0
1485,357,4,76.55,1,1,1,111,3,LOST,14373.0
1486,184,75,257.67999999999995,1,3,1,131,5,LOST,14375.0
1487,190,11,617.05,1,1,2,112,4,LOST,14377.0
1488,43,46,348.1,3,3,2,332,8,REGULARS,14379.0
1489,51,56,202.6800000000001,3,3,1,331,7,LIGHT,14381.0
1490,25,131,626.07,3,4,2,342,9,LOYAL,14382.0
1491,37,59,1247.6899999999998,3,3,3,333,9,REGULARS,14383.0
1492,8,14,202.11,4,1,1,411,6,NEW,14385.0
1493,296,7,142.4,1,1,1,111,3,LOST,14386.0
1494,32,140,1770.5600000000013,3,4,4,344,11,BIG SPENDER,14387.0
1495,9,186,3212.8400000000015,4,4,4,444,12,STARS,14388.0
1496,64,45,1043.46,2,3,3,233,8,REGULARS,14389.0
1497,9,286,4652.8200000000015,4,4,4,444,12,STARS,14390.0
1498,217,5,67.94999999999999,1,1,1,111,3,LOST,14393.0
1499,1,350,3507.710000000001,4,4,4,444,12,STARS,14395.0
1500,64,73,487.99,2,3,2,232,7,REGULARS,14396.0
1501,2,87,2612.960000000001,4,3,4,434,11,BIG SPENDER,14397.0
1502,148,25,574.7,1,2,2,122,5,LOST,14400.0
1503,3,182,4051.4799999999987,4,4,4,444,12,STARS,14401.0
1504,129,20,1475.8100000000002,2,2,3,223,7,REGULARS,14403.0
1505,33,103,1474.3200000000004,3,4,3,343,10,LOYAL,14404.0
1506,118,8,156.75,2,1,1,211,4,LIGHT,14406.0
1507,106,73,2157.7299999999996,2,3,4,234,9,BIG SPENDER,14407.0
1508,10,107,2606.53,4,4,4,444,12,STARS,14408.0
1509,70,54,2059.45,2,3,4,234,9,BIG SPENDER,14409.0
1510,91,193,1105.0699999999986,2,4,3,243,9,LOYAL,14410.0
1511,310,14,1063.0,1,1,3,113,5,LOST,14411.0
1512,42,43,770.0300000000002,3,3,3,333,9,REGULARS,14412.0
1513,361,23,122.7,1,2,1,121,4,LOST,14413.0
1514,91,97,1496.9800000000005,2,4,3,243,9,LOYAL,14414.0
1515,0,590,5900.279999999999,4,4,4,444,12,STARS,14415.0
1516,21,14,490.22,3,1,2,312,6,REGULARS,14416.0
1517,3,124,1937.2500000000002,4,4,4,444,12,STARS,14418.0
1518,10,206,1058.0600000000002,4,4,3,443,11,LOYAL,14419.0
1519,98,29,387.52,2,2,2,222,6,REGULARS,14420.0
1520,56,27,813.11,2,2,3,223,7,REGULARS,14421.0
1521,0,222,4263.64,4,4,4,444,12,STARS,14422.0
1522,217,3,265.2,1,1,1,111,3,LOST,14423.0
1523,17,1,322.08,4,1,2,412,7,ACTIVE,14424.0
1524,23,224,4481.670000000001,3,4,4,344,11,BIG SPENDER,14426.0
1525,49,17,363.34000000000003,3,2,2,322,7,REGULARS,14427.0
1526,6,144,1244.8300000000004,4,4,3,443,11,LOYAL,14428.0
1527,302,17,470.35999999999996,1,2,2,122,5,LOST,14431.0
1528,9,382,2255.5099999999984,4,4,4,444,12,STARS,14432.0
1529,21,12,1372.8,3,1,3,313,7,REGULARS,14434.0
1530,98,9,89.06,2,1,1,211,4,LIGHT,14436.0
1531,365,5,63.0,1,1,1,111,3,LOST,14437.0
1532,305,9,131.9,1,1,1,111,3,LOST,14438.0
1533,319,32,2661.24,1,2,4,124,7,BIG SPENDER,14439.0
1534,7,55,2357.6800000000003,4,3,4,434,11,BIG SPENDER,14440.0
1535,0,51,1712.8900000000008,4,3,4,434,11,BIG SPENDER,14441.0
1536,204,63,1589.8200000000002,1,3,4,134,8,BIG SPENDER,14442.0
1537,53,93,1420.2000000000005,2,3,3,233,8,REGULARS,14443.0
1538,0,293,1039.5800000000008,4,4,3,443,11,LOYAL,14446.0
1539,18,70,1163.2300000000005,3,3,3,333,9,REGULARS,14447.0
1540,8,20,375.35,4,2,2,422,8,ACTIVE,14448.0
1541,18,258,907.0999999999999,3,4,3,343,10,LOYAL,14449.0
1542,180,40,483.25,1,2,2,122,5,LOST,14450.0
1543,59,109,662.5900000000001,2,4,3,243,9,LOYAL,14451.0
1544,10,62,264.44000000000005,4,3,1,431,8,ACTIVE,14452.0
1545,189,22,119.93000000000002,1,2,1,121,4,LOST,14453.0
1547,310,4,113.64,1,1,1,111,3,LOST,14457.0
1548,154,37,1837.9199999999996,1,2,4,124,7,BIG SPENDER,14459.0
1549,109,16,434.34,2,1,2,212,5,REGULARS,14460.0
1550,147,180,2103.059999999999,1,4,4,144,9,BIG SPENDER,14461.0
1551,65,240,2004.0200000000004,2,4,4,244,10,BIG SPENDER,14462.0
1552,97,6,529.62,2,1,2,212,5,REGULARS,14463.0
1553,246,130,1058.6200000000008,1,4,3,143,8,LOYAL,14465.0
1554,28,72,2272.4000000000015,3,3,4,334,10,BIG SPENDER,14466.0
1555,17,90,598.7599999999999,4,3,2,432,9,ACTIVE,14467.0
1556,11,43,461.19000000000005,4,3,2,432,9,ACTIVE,14470.0
1557,103,281,1936.8400000000013,2,4,4,244,10,BIG SPENDER,14472.0
1558,73,7,234.34,2,1,1,211,4,LIGHT,14473.0
1559,45,29,547.6600000000001,3,2,2,322,7,REGULARS,14474.0
1560,71,42,925.8499999999998,2,3,3,233,8,REGULARS,14475.0
1561,256,19,215.7,1,2,1,121,4,LOST,14476.0
1562,19,10,1309.6000000000001,3,1,3,313,7,REGULARS,14477.0
1563,253,18,316.24999999999994,1,2,2,122,5,LOST,14479.0
1564,10,13,279.05,4,1,1,411,6,NEW,14480.0
1565,164,30,636.5100000000001,1,2,2,122,5,LOST,14481.0
1566,17,144,2068.150000000001,4,4,4,444,12,STARS,14482.0
1567,281,9,137.10000000000002,1,1,1,111,3,LOST,14483.0
1568,49,14,321.91999999999996,3,1,2,312,6,REGULARS,14484.0
1569,38,47,165.75000000000003,3,3,1,331,7,LIGHT,14485.0
1570,26,144,1196.3300000000002,3,4,3,343,10,LOYAL,14487.0
1571,67,46,1064.2800000000002,2,3,3,233,8,REGULARS,14488.0
1572,206,30,463.38000000000005,1,2,2,122,5,LOST,14489.0
1573,174,17,340.93,1,2,2,122,5,LOST,14491.0
1574,6,120,2383.2400000000002,4,4,4,444,12,STARS,14493.0
1575,25,7,139.56,3,1,1,311,5,LIGHT,14494.0
1576,50,6,123.79999999999998,3,1,1,311,5,LIGHT,14495.0
1577,311,19,538.8100000000001,1,2,2,122,5,LOST,14496.0
1578,308,29,475.3699999999999,1,2,2,122,5,LOST,14497.0
1579,42,193,1957.3200000000004,3,4,4,344,11,BIG SPENDER,14498.0
1580,25,194,815.32,3,4,3,343,10,LOYAL,14499.0
1581,87,7,356.85,2,1,2,212,5,REGULARS,14500.0
1582,183,10,251.20999999999998,1,1,1,111,3,LOST,14501.0
1583,19,624,2470.6699999999996,3,4,4,344,11,BIG SPENDER,14502.0
1584,2,164,3543.2600000000016,4,4,4,444,12,STARS,14503.0
1585,46,107,673.2599999999995,3,4,3,343,10,LOYAL,14504.0
1587,16,316,2012.1700000000012,4,4,4,444,12,STARS,14506.0
1588,23,96,1383.1799999999994,3,3,3,333,9,REGULARS,14507.0
1589,21,57,276.41999999999996,3,3,1,331,7,LIGHT,14508.0
1590,10,68,1314.8099999999997,4,3,3,433,10,ACTIVE,14511.0
1591,187,23,275.28,1,2,1,121,4,LOST,14512.0
1592,100,12,455.59000000000003,2,1,2,212,5,REGULARS,14513.0
1593,60,73,1055.35,2,3,3,233,8,REGULARS,14514.0
1594,17,101,2102.0899999999997,4,4,4,444,12,STARS,14515.0
1595,32,18,330.45,3,2,2,322,7,REGULARS,14517.0
1596,63,16,174.37,2,1,1,211,4,LIGHT,14518.0
1597,1,4,270.6,4,1,1,411,6,NEW,14520.0
1598,23,17,974.54,3,2,3,323,8,REGULARS,14522.0
1599,107,12,241.09000000000003,2,1,1,211,4,LIGHT,14523.0
1600,31,203,1867.6800000000007,3,4,4,344,11,BIG SPENDER,14524.0
1601,19,291,4332.199999999996,3,4,4,344,11,BIG SPENDER,14525.0
1603,36,18,364.22,3,2,2,322,7,REGULARS,14528.0
1604,59,229,620.0399999999998,2,4,2,242,8,LOYAL,14529.0
1605,25,216,2925.910000000001,3,4,4,344,11,BIG SPENDER,14530.0
1606,235,64,932.8499999999997,1,3,3,133,7,LOST,14532.0
1607,24,62,1949.7200000000007,3,3,4,334,10,BIG SPENDER,14533.0
1608,2,519,4447.049999999999,4,4,4,444,12,STARS,14534.0
1609,59,330,2864.190000000005,2,4,4,244,10,BIG SPENDER,14535.0
1610,259,19,171.8,1,2,1,121,4,LOST,14536.0
1611,57,10,355.5600000000001,2,1,2,212,5,REGULARS,14537.0
1612,64,19,388.2499999999999,2,2,2,222,6,REGULARS,14538.0
1613,15,32,537.48,4,2,2,422,8,ACTIVE,14539.0
1614,9,76,996.26,4,3,3,433,10,ACTIVE,14540.0
1615,58,111,1461.6499999999999,2,4,3,243,9,LOYAL,14541.0
1616,185,5,103.25000000000001,1,1,1,111,3,LOST,14542.0
1617,28,72,3630.330000000001,3,3,4,334,10,BIG SPENDER,14543.0
1618,23,114,2024.4500000000005,3,4,4,344,11,BIG SPENDER,14544.0
1619,4,399,2578.0900000000024,4,4,4,444,12,STARS,14546.0
1620,3,366,4007.539999999999,4,4,4,444,12,STARS,14547.0
1621,150,4,652.8,1,1,2,112,4,LOST,14548.0
1622,310,56,289.2399999999999,1,3,1,131,5,LOST,14549.0
1623,10,48,765.6200000000001,4,3,3,433,10,ACTIVE,14550.0
1624,17,10,186.23000000000002,4,1,1,411,6,NEW,14551.0
1625,151,58,165.07000000000005,1,3,1,131,5,LOST,14552.0
1626,18,113,859.27,3,4,3,343,10,LOYAL,14553.0
1627,9,216,2381.040000000002,4,4,4,444,12,STARS,14554.0
1628,56,21,324.14000000000004,2,2,2,222,6,REGULARS,14555.0
1629,84,16,788.3800000000001,2,1,3,213,6,REGULARS,14557.0
1630,6,74,2237.7700000000013,4,3,4,434,11,BIG SPENDER,14560.0
1631,75,69,1080.7600000000004,2,3,3,233,8,REGULARS,14561.0
1632,3,423,5074.769999999998,4,4,4,444,12,STARS,14562.0
1633,95,127,3099.1200000000017,2,4,4,244,10,BIG SPENDER,14565.0
1634,110,4,1432.0,2,1,3,213,6,REGULARS,14566.0
1635,56,33,1530.3600000000006,2,2,3,223,7,REGULARS,14567.0
1636,0,12,227.39,4,1,1,411,6,NEW,14569.0
1637,280,29,218.05999999999992,1,2,1,121,4,LOST,14570.0
1638,2,270,2832.840000000001,4,4,4,444,12,STARS,14572.0
1639,179,235,1653.4200000000017,1,4,4,144,9,BIG SPENDER,14573.0
1640,371,1,35.400000000000006,1,1,1,111,3,LOST,14576.0
1641,12,123,859.7100000000011,4,4,3,443,11,LOYAL,14577.0
1642,2,24,168.63,4,2,1,421,7,ACTIVE,14578.0
1643,16,17,138.6,4,2,1,421,7,ACTIVE,14581.0
1644,40,6,114.11,3,1,1,311,5,LIGHT,14582.0
1645,5,330,1052.5500000000004,4,4,3,443,11,LOYAL,14583.0
1646,168,100,1042.2599999999995,1,4,3,143,8,LOYAL,14584.0
1647,49,29,157.05,3,2,1,321,6,LIGHT,14585.0
1648,276,19,237.35999999999996,1,2,1,121,4,LOST,14586.0
1649,18,383,1601.1400000000008,3,4,4,344,11,BIG SPENDER,14587.0
1650,371,3,39.75,1,1,1,111,3,LOST,14589.0
1651,14,197,1447.140000000001,4,4,3,443,11,LOYAL,14591.0
1652,34,164,570.4599999999998,3,4,2,342,9,LOYAL,14592.0
1653,21,152,617.9900000000001,3,4,2,342,9,LOYAL,14593.0
1654,6,53,379.82999999999987,4,3,2,432,9,ACTIVE,14594.0
1655,19,102,1740.6000000000001,3,4,4,344,11,BIG SPENDER,14595.0
1656,10,55,883.1500000000002,4,3,3,433,10,ACTIVE,14597.0
1657,43,50,221.97000000000003,3,3,1,331,7,LIGHT,14598.0
1658,305,25,393.3299999999999,1,2,2,122,5,LOST,14600.0
1659,10,7,213.96000000000004,4,1,1,411,6,NEW,14601.0
1660,274,2,660.0,1,1,3,113,5,LOST,14603.0
1663,3,20,1785.1499999999999,4,2,4,424,10,BIG SPENDER,14608.0
1664,71,4,601.5600000000001,2,1,2,212,5,REGULARS,14609.0
1665,242,3,406.08000000000004,1,1,2,112,4,LOST,14616.0
1666,8,16,553.44,4,1,2,412,7,ACTIVE,14618.0
1667,245,20,394.43999999999994,1,2,2,122,5,LOST,14619.0
1668,205,26,412.78,1,2,2,122,5,LOST,14620.0
1669,0,92,1788.36,4,3,4,434,11,BIG SPENDER,14621.0
1670,184,21,320.58,1,2,2,122,5,LOST,14622.0
1671,31,134,889.2499999999999,3,4,3,343,10,LOYAL,14623.0
1672,56,13,225.84999999999997,2,1,1,211,4,LIGHT,14624.0
1673,195,53,899.63,1,3,3,133,7,LOST,14625.0
1674,23,122,2791.2699999999995,3,4,4,344,11,BIG SPENDER,14626.0
1675,90,24,671.96,2,2,3,223,7,REGULARS,14628.0
1676,3,152,959.0100000000001,4,4,3,443,11,LOYAL,14629.0
1677,50,41,1006.9799999999998,3,3,3,333,9,REGULARS,14631.0
1678,262,8,114.55999999999999,1,1,1,111,3,LOST,14632.0
1679,265,20,344.9000000000001,1,2,2,122,5,LOST,14633.0
1680,35,28,609.8500000000001,3,2,2,322,7,REGULARS,14636.0
1681,50,16,443.6,3,1,2,312,6,REGULARS,14638.0
1682,51,172,2984.4900000000025,3,4,4,344,11,BIG SPENDER,14639.0
1683,23,106,2125.079999999999,3,4,4,344,11,BIG SPENDER,14640.0
1684,21,7,110.46,3,1,1,311,5,LIGHT,14641.0
1685,58,2,96.12,2,1,1,211,4,LIGHT,14642.0
1686,169,31,693.8100000000001,1,2,3,123,6,LOST,14643.0
1687,67,26,830.76,2,2,3,223,7,REGULARS,14644.0
1688,156,30,597.09,1,2,2,122,5,LOST,14645.0
1690,200,30,243.21999999999994,1,2,1,121,4,LOST,14647.0
1691,4,199,1417.2899999999997,4,4,3,443,11,LOYAL,14649.0
1692,66,102,654.5999999999998,2,4,2,242,8,LOYAL,14651.0
1693,76,29,114.18000000000002,2,2,1,221,5,LIGHT,14652.0
1694,0,237,1947.5499999999997,4,4,4,444,12,STARS,14653.0
1695,7,49,1932.23,4,3,4,434,11,BIG SPENDER,14655.0
1696,168,80,291.04999999999984,1,3,1,131,5,LOST,14656.0
1697,17,126,848.22,4,4,3,443,11,LOYAL,14657.0
1698,4,29,247.14999999999998,4,2,1,421,7,ACTIVE,14658.0
1699,8,253,2529.930000000001,4,4,4,444,12,STARS,14659.0
1700,86,30,285.73999999999995,2,2,1,221,5,LIGHT,14660.0
1701,26,4,107.95,3,1,1,311,5,LIGHT,14661.0
1702,28,168,771.1700000000003,3,4,3,343,10,LOYAL,14662.0
1703,19,99,637.89,3,4,2,342,9,LOYAL,14664.0
1704,60,90,1835.7000000000003,2,3,4,234,9,BIG SPENDER,14665.0
1705,23,14,195.24999999999997,3,1,1,311,5,LIGHT,14666.0
1706,10,573,9241.200000000004,4,4,4,444,12,STARS,14667.0
1707,241,170,1269.9900000000002,1,4,3,143,8,LOYAL,14669.0
1708,279,132,411.5300000000001,1,4,2,142,7,LOYAL,14670.0
1709,234,61,765.55,1,3,3,133,7,LOST,14672.0
1710,2,74,1736.3999999999994,4,3,4,434,11,BIG SPENDER,14673.0
1711,15,102,604.7499999999999,4,4,2,442,10,LOYAL,14675.0
1712,30,42,2548.24,3,3,4,334,10,BIG SPENDER,14676.0
1714,70,7,498.95,2,1,2,212,5,REGULARS,14681.0
1715,187,2,52.0,1,1,1,111,3,LOST,14682.0
1716,25,421,1236.2800000000013,3,4,3,343,10,LOYAL,14684.0
1717,106,15,628.3799999999999,2,1,2,212,5,REGULARS,14687.0
1718,7,327,5630.869999999997,4,4,4,444,12,STARS,14688.0
1719,208,13,112.80000000000001,1,1,1,111,3,LOST,14689.0
1720,43,50,371.7,3,3,2,332,8,REGULARS,14690.0
1721,30,71,2114.3299999999995,3,3,4,334,10,BIG SPENDER,14691.0
1722,136,68,591.5500000000001,2,3,2,232,7,REGULARS,14692.0
1723,264,8,172.9,1,1,1,111,3,LOST,14693.0
1724,3,130,2078.95,4,4,4,444,12,STARS,14696.0
1725,217,22,188.60999999999996,1,2,1,121,4,LOST,14697.0
1726,1,210,1250.7600000000014,4,4,3,443,11,LOYAL,14698.0
1727,213,8,109.12999999999998,1,1,1,111,3,LOST,14699.0
1728,31,115,2235.2999999999997,3,4,4,344,11,BIG SPENDER,14700.0
1729,10,335,2549.369999999999,4,4,4,444,12,STARS,14701.0
1730,0,347,3292.139999999998,4,4,4,444,12,STARS,14702.0
1731,14,22,318.1699999999999,4,2,2,422,8,ACTIVE,14703.0
1732,10,415,1546.9099999999999,4,4,3,443,11,LOYAL,14704.0
1733,198,1,179.0,1,1,1,111,3,LOST,14705.0
1734,2,28,1126.37,4,2,3,423,9,ACTIVE,14708.0
1735,14,196,4921.040000000007,4,4,4,444,12,STARS,14709.0
1736,13,139,606.1300000000002,4,4,2,442,10,LOYAL,14710.0
1737,9,357,2868.7999999999965,4,4,4,444,12,STARS,14711.0
1738,28,25,917.07,3,2,3,323,8,REGULARS,14712.0
1739,8,339,2666.36,4,4,4,444,12,STARS,14713.0
1740,23,10,160.19,3,1,1,311,5,LIGHT,14714.0
1741,24,71,867.3800000000001,3,3,3,333,9,REGULARS,14715.0
1742,42,55,329.6799999999999,3,3,2,332,8,REGULARS,14716.0
1743,1,237,1602.1300000000008,4,4,4,444,12,STARS,14719.0
1744,5,37,663.8100000000003,4,2,3,423,9,ACTIVE,14720.0
1745,146,29,187.91999999999996,1,2,1,121,4,LOST,14722.0
1746,9,278,1158.3,4,4,3,443,11,LOYAL,14723.0
1747,24,52,718.08,3,3,3,333,9,REGULARS,14725.0
1748,273,10,268.58,1,1,1,111,3,LOST,14727.0
1749,373,71,313.48999999999995,1,3,2,132,6,LOST,14729.0
1750,0,501,2005.0600000000063,4,4,4,444,12,STARS,14730.0
1751,46,45,380.0199999999999,3,3,2,332,8,REGULARS,14731.0
1752,7,147,2702.49,4,4,4,444,12,STARS,14732.0
1753,15,202,9585.909999999998,4,4,4,444,12,STARS,14733.0
1754,3,194,6065.69,4,4,4,444,12,STARS,14735.0
1755,3,17,1164.55,4,2,3,423,9,ACTIVE,14737.0
1756,42,54,1314.4499999999998,3,3,3,333,9,REGULARS,14738.0
1757,3,60,3902.28,4,3,4,434,11,BIG SPENDER,14739.0
1758,196,89,1448.2099999999994,1,3,3,133,7,LOST,14740.0
1759,11,59,1400.3400000000004,4,3,3,433,10,ACTIVE,14741.0
1760,15,26,1099.98,4,2,3,423,9,ACTIVE,14744.0
1761,112,69,1220.2600000000002,2,3,3,233,8,REGULARS,14745.0
1762,248,18,328.2,1,2,2,122,5,LOST,14747.0
1763,28,89,1415.7499999999995,3,3,3,333,9,REGULARS,14748.0
1764,43,5,389.63999999999993,3,1,2,312,6,REGULARS,14752.0
1765,86,30,563.15,2,2,2,222,6,REGULARS,14753.0
1766,44,41,638.0500000000001,3,3,2,332,8,REGULARS,14754.0
1767,9,235,5010.279999999999,4,4,4,444,12,STARS,14755.0
1768,14,38,738.9599999999998,4,2,3,423,9,ACTIVE,14756.0
1769,74,19,420.5,2,2,2,222,6,REGULARS,14757.0
1770,144,71,1484.0599999999995,2,3,3,233,8,REGULARS,14758.0
1771,4,102,1625.9699999999993,4,4,4,444,12,STARS,14759.0
1772,296,5,89.2,1,1,1,111,3,LOST,14760.0
1773,58,11,255.90000000000003,2,1,1,211,4,LIGHT,14761.0
